source,target,value
www.facebook.com,es-es.facebook.com,1
www.facebook.com,pt-br.facebook.com,1
www.facebook.com,sz-pl.facebook.com,1
www.facebook.com,ru-ru.facebook.com,1
www.facebook.com,uk-ua.facebook.com,1
www.facebook.com,de-de.facebook.com,1
www.facebook.com,it-it.facebook.com,1
www.facebook.com,pay.facebook.com,1
www.facebook.com,ar-ar.facebook.com,1
www.facebook.com,messenger.com,1
www.mchtr.pw.edu.pl,sspw.pl,1
www.mchtr.pw.edu.pl,www.klub-mechanik.pl,1
www.mchtr.pw.edu.pl,www.bss.ca.pw.edu.pl,1
www.mchtr.pw.edu.pl,writefull.com,1
www.mchtr.pw.edu.pl,absolwenci.mchtr.pw.edu.pl,1
www.mchtr.pw.edu.pl,www.pw.edu.pl,1
www.mchtr.pw.edu.pl,www.facebook.com,1
www.mchtr.pw.edu.pl,www.facebook.com,1
www.mchtr.pw.edu.pl,info.mchtr.pw.edu.pl,1
www.mchtr.pw.edu.pl,pl-pl.facebook.com,1
www.mchtr.pw.edu.pl,www.bss.ca.pw.edu.pl,1
sz-pl.facebook.com,fr-fr.facebook.com,1
sz-pl.facebook.com,es-es.facebook.com,1
sz-pl.facebook.com,pt-br.facebook.com,1
sz-pl.facebook.com,ru-ru.facebook.com,1
sz-pl.facebook.com,de-de.facebook.com,1
sz-pl.facebook.com,uk-ua.facebook.com,1
sz-pl.facebook.com,it-it.facebook.com,1
sz-pl.facebook.com,ar-ar.facebook.com,1
sz-pl.facebook.com,www.facebook.com,1
sz-pl.facebook.com,www.facebook.com,1
sz-pl.facebook.com,pl-pl.facebook.com,1
www.facebook.com,fr-fr.facebook.com,1
www.facebook.com,es-es.facebook.com,1
www.facebook.com,pt-br.facebook.com,1
www.facebook.com,sz-pl.facebook.com,1
www.facebook.com,ru-ru.facebook.com,1
www.facebook.com,uk-ua.facebook.com,1
www.facebook.com,de-de.facebook.com,1
www.facebook.com,it-it.facebook.com,1
www.facebook.com,pay.facebook.com,1
www.facebook.com,ar-ar.facebook.com,1
www.facebook.com,messenger.com,1
www.pw.edu.pl,www.bss.pw.edu.pl,1
www.pw.edu.pl,epw.pw.edu.pl,1
www.pw.edu.pl,www.cop.pw.edu.pl,1
www.pw.edu.pl,www.badawcza.pw.edu.pl,1
www.pw.edu.pl,www.znn.pw.edu.pl,1
www.pw.edu.pl,www.znn.pw.edu.pl,1
www.pw.edu.pl,www.bk.pw.edu.pl,1
www.pw.edu.pl,www.znn.pw.edu.pl,1
www.pw.edu.pl,www.facebook.com,1
www.pw.edu.pl,www.portalkandydata.pw.edu.pl,1
www.pw.edu.pl,www.bip.pw.edu.pl,1
home.pl,home.pl,1
home.pl,polecaj.pl,1
home.pl,www.facebook.com,1
home.pl,home.pl,1
home.pl,www.youtube.com,1
home.pl,www.linkedin.com,1
home.pl,twitter.com,1
home.pl,forum.home.pl,1
home.pl,homepl.prowly.com,1
home.pl,bit.ly,1
home.pl,www.instagram.com,1
www.znn.pw.edu.pl,www.ca.pw.edu.pl,1
www.znn.pw.edu.pl,twitter.com,1
www.znn.pw.edu.pl,www.facebook.com,1
www.znn.pw.edu.pl,www.pw.edu.pl,1
www.znn.pw.edu.pl,www.rdn.gov.pl,1
www.znn.pw.edu.pl,www.ck.gov.pl,1
www.znn.pw.edu.pl,www.gov.pl,1
www.znn.pw.edu.pl,nauka.pw.edu.pl,1
www.znn.pw.edu.pl,polon.nauka.gov.pl,1
www.znn.pw.edu.pl,www.gov.pl,1
www.znn.pw.edu.pl,www.euraxess.pl,1
www.facebook.com,fr-fr.facebook.com,1
www.facebook.com,es-es.facebook.com,1
www.facebook.com,pt-br.facebook.com,1
www.facebook.com,sz-pl.facebook.com,1
www.facebook.com,ru-ru.facebook.com,1
www.facebook.com,uk-ua.facebook.com,1
www.facebook.com,de-de.facebook.com,1
www.facebook.com,it-it.facebook.com,1
www.facebook.com,pay.facebook.com,1
www.facebook.com,ar-ar.facebook.com,1
www.facebook.com,messenger.com,1
twitter.com,help.pscp.tv,1
twitter.com,optout.aboutads.info,1
twitter.com,www.dataprotection.ie,1
twitter.com,pscp.tv,1
twitter.com,www.privacyshield.gov,1
twitter.com,www.pscp.tv,1
twitter.com,t.co,1
twitter.com,twitter.ethicspointvp.com,1
twitter.com,help.pscp.tv,1
twitter.com,help.pscp.tv,1
twitter.com,help.pscp.tv,1
www.facebook.com,sz-pl.facebook.com,1
www.facebook.com,ru-ru.facebook.com,1
www.facebook.com,es-es.facebook.com,1
www.facebook.com,pt-br.facebook.com,1
www.facebook.com,developers.facebook.com,1
www.facebook.com,de-de.facebook.com,1
www.facebook.com,l.facebook.com,1
www.facebook.com,it-it.facebook.com,1
www.facebook.com,uk-ua.facebook.com,1
www.facebook.com,fr-fr.facebook.com,1
www.facebook.com,developers.facebook.com,1
www.mchtr.pw.edu.pl,sspw.pl,1
www.mchtr.pw.edu.pl,www.klub-mechanik.pl,1
www.mchtr.pw.edu.pl,www.bss.ca.pw.edu.pl,1
www.mchtr.pw.edu.pl,writefull.com,1
www.mchtr.pw.edu.pl,absolwenci.mchtr.pw.edu.pl,1
www.mchtr.pw.edu.pl,www.pw.edu.pl,1
www.mchtr.pw.edu.pl,www.facebook.com,1
www.mchtr.pw.edu.pl,www.facebook.com,1
www.mchtr.pw.edu.pl,info.mchtr.pw.edu.pl,1
www.mchtr.pw.edu.pl,pl-pl.facebook.com,1
www.mchtr.pw.edu.pl,www.bss.ca.pw.edu.pl,1
www.youtube.com,consent.youtube.com,1
www.youtube.com,policies.google.com,1
www.youtube.com,accounts.google.com,1
www.youtube.com,policies.google.com,1
www.youtube.com,policies.google.com,1
www.pw.edu.pl,epw.pw.edu.pl,1
www.pw.edu.pl,twitter.com,1
www.pw.edu.pl,www.sklep.pw.edu.pl,1
www.pw.edu.pl,instagram.com,1
www.pw.edu.pl,www.youtube.com,1
www.pw.edu.pl,www.eksperci.pw.edu.pl,1
www.pw.edu.pl,placpolitechniki1.wordpress.com,1
www.pw.edu.pl,www.badawcza.pw.edu.pl,1
www.pw.edu.pl,www.biuletyn.pw.edu.pl,1
www.pw.edu.pl,www.tiktok.com,1
www.pw.edu.pl,www.facebook.com,1
ar-ar.facebook.com,fr-fr.facebook.com,1
ar-ar.facebook.com,es-es.facebook.com,1
ar-ar.facebook.com,pt-br.facebook.com,1
ar-ar.facebook.com,sz-pl.facebook.com,1
ar-ar.facebook.com,ru-ru.facebook.com,1
ar-ar.facebook.com,de-de.facebook.com,1
ar-ar.facebook.com,uk-ua.facebook.com,1
ar-ar.facebook.com,it-it.facebook.com,1
ar-ar.facebook.com,www.facebook.com,1
ar-ar.facebook.com,www.facebook.com,1
ar-ar.facebook.com,pl-pl.facebook.com,1
home.pl,polecaj.pl,1
home.pl,polecaj.pl,1
home.pl,www.facebook.com,1
home.pl,www.youtube.com,1
home.pl,www.linkedin.com,1
home.pl,twitter.com,1
home.pl,homepl.prowly.com,1
home.pl,pomoc.home.pl,1
home.pl,www.instagram.com,1
home.pl,homeads.home.pl,1
placpolitechniki1.wordpress.com,placpolitechniki1.files.wordpress.com,1
placpolitechniki1.wordpress.com,placpolitechniki1.files.wordpress.com,1
placpolitechniki1.wordpress.com,placpolitechniki1.files.wordpress.com,1
placpolitechniki1.wordpress.com,placpolitechniki1.files.wordpress.com,1
placpolitechniki1.wordpress.com,www.radioaktywne.pl,1
placpolitechniki1.wordpress.com,www.pw.edu.pl,1
placpolitechniki1.wordpress.com,wutsquare.wordpress.com,1
placpolitechniki1.wordpress.com,placpolitechniki1.files.wordpress.com,1
placpolitechniki1.wordpress.com,placpolitechniki1.files.wordpress.com,1
placpolitechniki1.wordpress.com,placpolitechniki1.files.wordpress.com,1
placpolitechniki1.wordpress.com,placpolitechniki1.files.wordpress.com,1
www.znn.pw.edu.pl,www.ca.pw.edu.pl,1
www.znn.pw.edu.pl,www.pw.edu.pl,1
www.znn.pw.edu.pl,www.rdn.gov.pl,1
www.znn.pw.edu.pl,www.rdn.gov.pl,1
www.znn.pw.edu.pl,www.ck.gov.pl,1
www.znn.pw.edu.pl,www.gov.pl,1
www.znn.pw.edu.pl,www.rdn.gov.pl,1
www.znn.pw.edu.pl,nauka.pw.edu.pl,1
www.znn.pw.edu.pl,polon.nauka.gov.pl,1
www.znn.pw.edu.pl,www.gov.pl,1
www.znn.pw.edu.pl,www.euraxess.pl,1
it-it.facebook.com,fr-fr.facebook.com,1
it-it.facebook.com,es-es.facebook.com,1
it-it.facebook.com,pt-br.facebook.com,1
it-it.facebook.com,sz-pl.facebook.com,1
it-it.facebook.com,ru-ru.facebook.com,1
it-it.facebook.com,de-de.facebook.com,1
it-it.facebook.com,uk-ua.facebook.com,1
it-it.facebook.com,ar-ar.facebook.com,1
it-it.facebook.com,www.facebook.com,1
it-it.facebook.com,www.facebook.com,1
it-it.facebook.com,pl-pl.facebook.com,1
www.facebook.com,fr-fr.facebook.com,1
www.facebook.com,es-es.facebook.com,1
www.facebook.com,pt-br.facebook.com,1
www.facebook.com,sz-pl.facebook.com,1
www.facebook.com,ru-ru.facebook.com,1
www.facebook.com,uk-ua.facebook.com,1
www.facebook.com,de-de.facebook.com,1
www.facebook.com,it-it.facebook.com,1
www.facebook.com,pay.facebook.com,1
www.facebook.com,ar-ar.facebook.com,1
www.facebook.com,messenger.com,1
l.facebook.com,www.facebook.com,1
l.facebook.com,www.facebook.com,1
www.facebook.com,fr-fr.facebook.com,1
www.facebook.com,es-es.facebook.com,1
www.facebook.com,pt-br.facebook.com,1
www.facebook.com,sz-pl.facebook.com,1
www.facebook.com,ru-ru.facebook.com,1
www.facebook.com,uk-ua.facebook.com,1
www.facebook.com,de-de.facebook.com,1
www.facebook.com,it-it.facebook.com,1
www.facebook.com,pay.facebook.com,1
www.facebook.com,ar-ar.facebook.com,1
www.facebook.com,messenger.com,1
es-es.facebook.com,fr-fr.facebook.com,1
es-es.facebook.com,pt-br.facebook.com,1
es-es.facebook.com,sz-pl.facebook.com,1
es-es.facebook.com,ru-ru.facebook.com,1
es-es.facebook.com,de-de.facebook.com,1
es-es.facebook.com,uk-ua.facebook.com,1
es-es.facebook.com,it-it.facebook.com,1
es-es.facebook.com,ar-ar.facebook.com,1
es-es.facebook.com,www.facebook.com,1
es-es.facebook.com,www.facebook.com,1
es-es.facebook.com,pl-pl.facebook.com,1
epw.pw.edu.pl,moodle.usos.pw.edu.pl,1
epw.pw.edu.pl,usosweb.usos.pw.edu.pl,1
epw.pw.edu.pl,webmail.pw.edu.pl,1
epw.pw.edu.pl,portal.sap.pw.edu.pl,1
epw.pw.edu.pl,usosweb.usos.pw.edu.pl,1
epw.pw.edu.pl,moodle.usos.pw.edu.pl,1
repo.bg.pw.edu.pl,(22) 234 7211,1
repo.bg.pw.edu.pl,omega-psir.atlassian.net,1
repo.bg.pw.edu.pl,omegapsir.io,1
www.eksperci.pw.edu.pl,www.pw.edu.pl,1
www.eksperci.pw.edu.pl,www.facebook.com,1
twitter.com,help.pscp.tv,1
twitter.com,optout.aboutads.info,1
twitter.com,www.dataprotection.ie,1
twitter.com,pscp.tv,1
twitter.com,www.privacyshield.gov,1
twitter.com,www.pscp.tv,1
twitter.com,t.co,1
twitter.com,twitter.ethicspointvp.com,1
twitter.com,help.pscp.tv,1
twitter.com,help.pscp.tv,1
twitter.com,help.pscp.tv,1
www.saippw.pl,saip.pw.edu.pl,1
www.saippw.pl,www.pw.edu.pl,1
www.saippw.pl,fundacjapw.pl,1
www.saippw.pl,saip.pw.edu.pl,1
www.saippw.pl,kaus.simr.pw.edu.pl,1
www.saippw.pl,www.bk.pw.edu.pl,1
www.saippw.pl,www.fundacjapw.pl,1
www.saippw.pl,www.saip.pw.edu.pl,1
www.saippw.pl,saip.pw.edu.pl,1
www.bk.pw.edu.pl,www.instagram.com,1
www.bk.pw.edu.pl,bkpw.jobteaser.com,1
www.bk.pw.edu.pl,bk.pw.edu.pl,1
www.bk.pw.edu.pl,bkpw.jobteaser.com,1
www.bk.pw.edu.pl,www.linkedin.com,1
www.bk.pw.edu.pl,www.instagram.com,1
www.bk.pw.edu.pl,bkpw.jobteaser.com,1
www.bk.pw.edu.pl,www.pw.edu.pl,1
www.bk.pw.edu.pl,www.facebook.com,1
www.bk.pw.edu.pl,pl.linkedin.com,1
www.bk.pw.edu.pl,www.facebook.com,1
home.pl,home.pl,1
home.pl,polecaj.pl,1
home.pl,www.facebook.com,1
home.pl,home.pl,1
home.pl,www.youtube.com,1
home.pl,www.linkedin.com,1
home.pl,twitter.com,1
home.pl,forum.home.pl,1
home.pl,homepl.prowly.com,1
home.pl,bit.ly,1
home.pl,www.instagram.com,1
pt-br.facebook.com,fr-fr.facebook.com,1
pt-br.facebook.com,es-es.facebook.com,1
pt-br.facebook.com,sz-pl.facebook.com,1
pt-br.facebook.com,ru-ru.facebook.com,1
pt-br.facebook.com,de-de.facebook.com,1
pt-br.facebook.com,uk-ua.facebook.com,1
pt-br.facebook.com,it-it.facebook.com,1
pt-br.facebook.com,ar-ar.facebook.com,1
pt-br.facebook.com,www.facebook.com,1
pt-br.facebook.com,www.facebook.com,1
pt-br.facebook.com,pl-pl.facebook.com,1
www.facebook.com,fr-fr.facebook.com,1
www.facebook.com,es-es.facebook.com,1
www.facebook.com,pt-br.facebook.com,1
www.facebook.com,sz-pl.facebook.com,1
www.facebook.com,ru-ru.facebook.com,1
www.facebook.com,uk-ua.facebook.com,1
www.facebook.com,de-de.facebook.com,1
www.facebook.com,it-it.facebook.com,1
www.facebook.com,pay.facebook.com,1
www.facebook.com,ar-ar.facebook.com,1
www.facebook.com,messenger.com,1
ghost.org,www.cloudflare.com,1
ghost.org,;,1
ghost.org,nodecms.guide,1
ghost.org,github.com,1
ghost.org,publisherweekly.org,1
ghost.org,www.algolia.com,1
ghost.org,climateneutral.org,1
ghost.org,github.com,1
ghost.org,github.com,1
ghost.org,opensubscriptionplatforms.com,1
ghost.org,www.producthunt.com,1
uk-ua.facebook.com,fr-fr.facebook.com,1
uk-ua.facebook.com,es-es.facebook.com,1
uk-ua.facebook.com,pt-br.facebook.com,1
uk-ua.facebook.com,sz-pl.facebook.com,1
uk-ua.facebook.com,ru-ru.facebook.com,1
uk-ua.facebook.com,de-de.facebook.com,1
uk-ua.facebook.com,it-it.facebook.com,1
uk-ua.facebook.com,ar-ar.facebook.com,1
uk-ua.facebook.com,www.facebook.com,1
uk-ua.facebook.com,www.facebook.com,1
uk-ua.facebook.com,pl-pl.facebook.com,1
www.rp.pl,pieniadze.rp.pl,1
www.rp.pl,regiony.rp.pl,1
www.rp.pl,cyfrowa.rp.pl,1
www.rp.pl,turystyka.rp.pl,1
www.rp.pl,serwisemerytalny.rp.pl,1
www.rp.pl,radar.rp.pl,1
www.rp.pl,sukces.rp.pl,1
www.rp.pl,firma.rp.pl,1
www.rp.pl,moto.rp.pl,1
www.rp.pl,energia.rp.pl,1
www.rp.pl,logistyka.rp.pl,1
writefull.com,ghost.org,1
writefull.com,www.notion.so,1
writefull.com,www.notion.so,1
writefull.com,www.notion.so,1
writefull.com,www.overleaf.com,1
writefull.com,twitter.com,1
writefull.com,revise.writefull.ai,1
writefull.com,chrome.google.com,1
writefull.com,twitter.com,1
writefull.com,www.notion.so,1
www.pmwiki.org,www.languefrancaise.net,1
www.pmwiki.org,wiki.slideshowpro.net,1
www.pmwiki.org,pmichaud.com,1
www.pmwiki.org,www.pmichaud.com,1
www.pmwiki.org,it.php.net,1
www.pmwiki.org,www.mail-archive.com,1
www.pmwiki.org,www.gnu.org,1
www.pmwiki.org,pmichaud.com,1
www.pmwiki.org,pmwiki.org,1
www.pmwiki.org,wiki.redaxo.de,1
www.pmwiki.org,php.net,1
ru-ru.facebook.com,fr-fr.facebook.com,1
ru-ru.facebook.com,es-es.facebook.com,1
ru-ru.facebook.com,pt-br.facebook.com,1
ru-ru.facebook.com,sz-pl.facebook.com,1
ru-ru.facebook.com,de-de.facebook.com,1
ru-ru.facebook.com,uk-ua.facebook.com,1
ru-ru.facebook.com,it-it.facebook.com,1
ru-ru.facebook.com,ar-ar.facebook.com,1
ru-ru.facebook.com,www.facebook.com,1
ru-ru.facebook.com,www.facebook.com,1
ru-ru.facebook.com,pl-pl.facebook.com,1
home.pl,home.pl,1
home.pl,polecaj.pl,1
home.pl,www.facebook.com,1
home.pl,home.pl,1
home.pl,www.youtube.com,1
home.pl,www.linkedin.com,1
home.pl,twitter.com,1
home.pl,forum.home.pl,1
home.pl,homepl.prowly.com,1
home.pl,bit.ly,1
home.pl,www.instagram.com,1
